frase_nombre,isnombre
"Articulo 176.- El cheque debe contener:	",0
I.- La mencion de ser cheque,0
 inserta en el texto del documento;,0
II.- El lugar y la fecha en que se expide;,0
III.- La orden incondicional de pagar una suma determinada de dinero;,0
IV.- El nombre del librado;,0
V.- El lugar del pago,0
 y;,0
VI.- La firma del librador.,0
Al efecto,0
 el documento base de la accion cumple con los requisitos para ser considerado como cheque y,0
 desde luego,0
 como titulo de credito,0
 pues contiene la mencion de ser cheque; el lugar y fecha de expedicion,0
 Monterrey,0
 Nuevo Leon,0
 el 30 treinta de agosto de 2015 dos mil quince; la promesa incondicional de pagar una suma determinada de dinero,0
 correspondiente a la cantidad de $450,0
000.00 cuatrocientos cincuenta mil pesos 00/100 moneda nacional. ,0
Establece,0
 ademas,0
 que el nombre de la institucion librada lo es Mi Banco,0
 Sociedad Anonima,0
 Institucion de Banca Multiple. ,0
Como lugar de pago,0
 tenemos que es en Monterrey,0
 Nuevo Leon,0
 ello,0
 segun se razono en el proveido de fecha 7 siete de marzo de 2016 dos mil dieciseis,0
 a cuyos razonamientos de orden juridico nos remitimos como si a la letra se insertasen a fin de no caer en innecesarias trascripciones. ,0
Finalmente,0
 obra plasmado en el titulo base rasgos graficos atribuibles a la firma del representante legal de la parte demandada Ferreteria,0
 Sociedad Anonima de Capital Variable,0
 como libradora del instrumento mercantil; ello,0
 salvo prueba en contrario.,0
Asi las cosas,0
 la existencia del cheque basico se acredita en legal forma,0
 al encontrarse representado en dicho documento privado,0
 que cumple cabalmente con todos los requisitos que exige el articulo 176 de la Ley General de Titulos y Operaciones de Credito. En vista de ello,0
 el suscrito juez considera que el titulo de credito exhibido por la parte demandante merece valor probatorio pleno,0
 en terminos de los arabigos 1238 y 1296 del Codigo de Comercio.,0
Ahora bien,0
 tenemos que los articulos 180 y 181 de la Ley General de Titulos y Operaciones de Credito,0
 disponen que el cheque debe ser presentado para su pago en la direccion en el indicada,0
 o en su defecto,0
 en el principal establecimiento que el librado tenga en el lugar de pago,0
 asi como los plazos en los que el cheque debe ser presentado para su pago,0
 ello al disponer lo siguiente:,0
Articulo 180. El cheque debe ser presentado para su pago en la direccion en el indicada,0
 y a falta de esa indicacion,0
 debe serlo en el principal establecimiento que el librado tenga en el lugar del pago.,0
Articulo 181. Los cheques deberan presentarse para su pago:,0
I. Dentro de los quince dias naturales que sigan al de su fecha,0
 si fueren pagaderos en el mismo lugar de su expedicion;,0
II. Dentro de un mes,0
 si fueren expedidos y pagaderos en diversos lugares del territorio nacional;,0
III. Dentro de tres meses,0
 si fueren expedidos en el extranjero y pagaderos en el territorio nacional; y,0
IV. Dentro de tres meses,0
 si fueren expedidos dentro del territorio nacional para ser pagaderos en el extranjero,0
 siempre que no fijen otro plazo las leyes del lugar de presentacion.,0
De las normas legislativas aludidas,0
 se puede advertir,0
 como se dijo,0
 una condicion necesaria para la procedencia de la accion ejecutiva,0
 consistente en que el cheque sea presentado para su pago ante el banco librado previo al ejercicio de cualquier gestion que se realice a la luz del derecho incorporado a este,0
 o ante camara de compensacion,0
" atento a lo dispuesto por el articulo 182 de la Ley General de Titulos y Operaciones de Credito. Asi lo han establecido los tribunales federales de la nacion al emitir el criterio cuyo rubro es ""CHEQUE. DEBE PRESENTARSE PREVIAMENTE ANTE EL LIBRADO",0
" ANTES DE INTENTARSE CUALQUIER ACCION CONTRA EL LIBRADOR"".",0
 ,0
En ese tenor se ha pronunciado Rafael de Pina Vara,0
" quien en su obra titulada ""Teoria y Practica del Cheque""",0
 Editorial Labor Mexicana,0
 Sociedad de Responsabilidad Limitada,0
 Mexico,0
1960,0
 pagina 212,0
 textualmente establece acerca de este           topico: ,0
[,0
2. La presentacion al pago. El pago del cheque requiere su presentacion al librado para ese efecto (art. 181LTOC),0
 'sin presentacion no es posible el pago,0
[,0
Bajo las premisas apuntadas,0
 se torna inevitable analizar si el cheque objeto de la accion fue presentados para su pago ante el librado o camara de compensacion,0
 en su caso. Lo anterior es asi,0
 pues,0
 como se refirio,0
 dicha hipotesis reviste una condicion necesaria para que el beneficiario pueda exigir judicialmente el pago a la persona que libro el documento,0
 pues no basta que este reuna las menciones que la ley cambiaria establece para decretar procedente la accion,0
 sino que es necesario evidenciar que el mismo fue exhibido para su cobro,0
 como se dijo,0
 ante la propia institucion de credito librada o camara de compensacion conforme al aludido numeral 182 de la legislacion crediticia en estudio. ,0
Circunstancia que se acredita dentro del sumario en que se actua,0
 pues teniendo a la vista el titulo de credito fundatorio se advierte en el reverso del mismo,0
 la presencia de sellos que hacen patente la certificacion de que el cheque fue presentado para su pago; ello,0
 en la institucion bancaria Mi Banco,0
 Sociedad Anonima,0
 Institucion de Banca Multiple,0
 esto,0
 el dia 9 nueve de febrero de 2016 dos mil dieciseis y ante la camara de compensacion  el 10 del citado mes y ano.,0
Con base en lo dispuesto en lineas anteriores,0
 se pone de manifiesto que la condicion necesaria para declarar fundada la accion,0
 en especifico que el cheque haya sido presentado para su pago,0
 se encuentra satisfecha con los diversos sellos que obran al reverso de del titulo de credito allegado. ,0
En vista de ello,0
 quien ahora resuelve considera que el titulo de credito exhibido por la parte demandante merece valor probatorio pleno en terminos de los arabigos 1238 y 1296 del Codigo de Comercio. ,0
Ademas,0
 con el documento base de la accion se justifica la existencia de una deuda cierta,0
 liquida y exigible; es decir,0
 cierta,0
 al establecer un derecho perfectamente reconocido por las partes al definir al acreedor y deudor. Liquida,0
 dado que establece con claridad el monto que ampara el propio documento base de la accion. Se considera exigible,0
 toda vez que de acuerdo a lo dispuesto por el articulo 178 de la Ley General de Titulos y Operaciones de Credito,0
" el cheque siempre sera pagadero a la vista. Confiere fuerza legal a lo antes expuesto la tesis cuyo rubro es ""CHEQUES. SON TITULOS PAGADEROS A LA VISTA DESDE SU EXPEDICION"".",0
Bajo esa optica,0
 se concluye que han quedado acreditadas tanto la accion cambiaria directa como la via ejecutiva mercantil intentada en contra de la parte demandada Ferreteria,0
 Sociedad Anonima de Capital Variable,0
 toda vez que de conformidad con el articulo 1391,0
 fraccion IV,0
 del Codigo de Comercio,0
 el titulo de credito exhibido en el presente juicio contiene aparejada ejecucion,0
 ademas de satisfacerse la condicion inherente a que el mismo fue presentado para su pago,0
 por lo tanto,0
 la parte accionante no tiene que recurrir a otros medios de defensa a fin de acreditar la accion intentada,0
 ello en virtud de que la ley les otorga el caracter de ejecutivos. Confiere claridad y sustento a las anteriores ideas,0
" la tesis cuyo rubro es ""TITULOS EJECUTIVOS"". ",0
"	Elemento de incumplimiento. Asi las cosas",0
 esta autoridad procedera a estudiar el segundo elemento de la accion consistente en: La falta de pago del importe que ampara el documento base de la accion,0
 denominado por la ley como cheque,0
 el cual ampara el monto de $450,0
000.00 cuatrocientos cincuenta mil pesos 00/100 moneda nacional,0
 que por concepto de suerte principal se exige a traves de la presente via. Este elemento de la accion,0
 tambien se encuentra debidamente acreditado. Sustentan la conclusion a la que se arriba,0
 los razonamientos que enseguida se exponen:,0
En el particular,0
 la parte actora exige el pago total del importe que ampara el cheque base de la accion,0
 argumentando medularmente el incumplimiento por la parte deudora. Esta manifestacion es suficiente para arrojarle a la parte enjuiciada la carga de la prueba de acreditar el pago de la suma por la que fue librado el titulo de credito base de la presente accion; de lo contrario,0
 se le impondria al accionante la obligacion de probar un hecho negativo,0
 contraviniendo lo expresamente regulado en el articulo 1195 del Codigo de Comercio. Refuerza la anterior postura,0
" los criterios cuyos rubros son ""PAGO O CUMPLIMIENTO. CARGA DE LA PRUEBA"". y ""PAGO",0
" INCUMPLIMIENTO EN EL. NO CORRESPONDE AL ACREEDOR DEMOSTRARLO SINO AL DEUDOR PROBAR QUE CUMPLIO PUNTUALMENTE SU OBLIGACION.""",0
De esta forma,0
 se tiene por demostrado el segundo elemento de la accion. Lo anterior,0
 con apoyo en lo dispuesto en el articulo 1327 del Codigo de Comercio. ,0
Derivado de todo lo anterior,0
 se determina que ha quedado satisfechos los elementos de la accion cambiaria directa,0
 instada en la via ejecutiva mercantil por la parte actora en contra de la parte demandada.,0
Sin embargo,0
 con el fin de cumplir con el requisito de exhaustividad que debe revestir toda sentencia de orden judicial,0
 se procedera a analizar el resto del material probatorio aportado por la parte actora del juicio; mismos que consisten en los siguientes: ,0
Documental publica;,0
Documental publica;,0
Documental privada;,0
Documental privada;,0
Confesional por posiciones;,0
Confesional judicial;,0
Instrumental de actuaciones,0
 y;,0
Presuncional legal y humana.  ,0
Probanzas las anteriores respecto de las cuales,0
 enseguida se procedera a su pronunciamiento respectivo; ello,0
 en franco apego a lo estipulado en el articulo 1194 del Codigo de Comercio,0
Asimismo,0
 la parte actora exhibio la copia certificada de la escritura publica numero 5,0
487 cinco mil cuatrocientos ochenta y siete de fecha 10 diez de noviembre de 2010 dos mil diez,0
 pasada ante la fe del licenciado Jesus Quinonez Pacheco,0
 notario publico titular numero 22 veintidos,0
 con ejercicio en el Primer Distrito Registral del Estado Nuevo Leon,0
 en la cual se contiene,0
 entre diversos actos juridicos,0
 el acta constitutiva de la parte actora material.,0
Medio de conviccion que goza de valor probatorio pleno respecto al acto juridico en mencion,0
 es decir,0
 respecto al  surgimiento a la vida juridica de la demandante material,0
 su denominacion,0
 su objeto,0
 su duracion,0
 etcetera. Ello en terminos de lo dispuesto en los razonamientos que han quedado vertidos a lo largo de la presente resolucion,0
 a cuya expresion se remite en este apartado en obvio de repeticiones. ,0
"		Por su parte",0
 es dable hacer mencion que en lo que respecta,0
 a las documentales signadas con los numeros 2 dos y 3 tres uno (cheque base de la accion y poder),0
 estas ya fueron valoradas conforme a derecho en parrafos antecedentes,0
 a cuyas razones y fundamentos nos referimos en este apartado,0
 en obvio de repeticiones,0
 de conformidad con el numeral  1327 del Codigo de Comercio.,0
Por otra parte,0
 en relacion a la prueba confesional por posiciones a cargo de la parte demandada Ferreteria,0
 Sociedad Anonima de Capital Variable,0
 admitida mediante proveido diverso de 22 veintidos de abril de 2016 dos mil dieciseis (consecutivo 0005); se senalo para su respectiva materializacion,0
 las 10:00 diez horas del dia 16 dieciseis  de mayo de 2016 dos mil dieciseis. Apercibiendole a dicho reo,0
 que en caso de no comparecer sin justa causa,0
 a esa unica citacion,0
 se le tendria por confeso en aquellas posiciones calificadas de legales por el suscrito juez.,0
"		Asi las cosas",0
 ante la consecuencia de su incomparecencia injustificada,0
 se tuvo a la parte demandada reconociendo fictamente que a traves de su representante legal en fecha 30 treinta de agosto de 2015 dos mil quince libro un cheque a favor de Materiales Star,0
 Sociedad Anonima de Capital Variable.,0
"		Asimismo",0
 acepto fictamente que dicho titulo de credito se libro por la cantidad de $450,0
000.00 cuatrocientos cincuenta mil pesos 00/100 moneda nacional y que la institucion librada fue Mi Banco,0
 Sociedad Anonima,0
 Institucion de Banca Multiple. ,0
Finalmente,0
 la parte demandada Ferreteria,0
 Sociedad Anonima de Capital Variable acepto fictamente que el cheque en mencion se libro en Monterrey,0
 Nuevo Leon,0
 y que la firma que obra en el es de su representante legal.,0
Confesion judicial a la cual,0
 el suscrito juez estima concederle el valor probatorio pleno del que se encuentra revestida,0
 de conformidad con lo establecido por el numeral 1287 del Codigo de Comercio,0
 pues,0
 recuerdese que el valor de la confesion ficta depende de que no se encuentre contradicha con los demas elementos probatorios aportados al justiciable,0
 por tanto,0
 al no existir elemento alguno que controvierta lo declarado fictamente por la parte reo,0
" esta autoridad considera el conceder el valor probatorio que merece en derecho. Postura que se encuentra sustentada en lo establecido por la jurisprudencia cuyo rubro es ""CONFESION FICTA. PUEDE POR SI SOLA PRODUCIR VALOR PROBATORIO PLENO",0
" SI NO SE DESTRUYE SU EFICACIA CON PRUEBA EN CONTRARIO"". ",0
Asi,0
 resulta insoslayable que al adminicularse la citada confesion ficta con los demas elementos de prueba,0
 tales como el propio cheque base de la accion,0
 se erige la fiabilidad de la misma,0
 pues no existe en el justiciable,0
 como se adelanto,0
 prueba en contrario que controvierta lo confesado fictamente por la parte enjuiciada,0
 lo que viene a robustecer el elemento de la existencia del cheque base de la accion; lo anterior,0
 de conformidad con los articulos 1194,0
 1205 y demas relativos del Codigo de Comercio. ,0
Finalmente,0
 cabe hacer mencion que en apego a las constancias de autos,0
 no existe instrumental de actuaciones,0
 ni presuncion legal ni humana que le depare beneficio a la parte actora; ello,0
 al no apreciarse del conjunto de las constancias que conforman el presente sumario actuacion alguna que beneficie al accionante,0
 como se ha visto en los parrafos antes redactados; por ende,0
 al no apreciarse de la pieza de autos actuacion diversa de las ya destacadas,0
 que tienda a fortalecer o trascender lo que hasta ahora ha acreditado la parte accionante,0
 ni apreciarse un hecho o hechos conocidos que a traves de su enlace logico o por ministerio de la ley,0
 pudieran configurar la prueba artificial conocida como presuncional,0
 tal y como lo preven los articulos 1278 y 1279 del Codigo de Comercio; de ahi que las mismas tampoco trasciendan en la especie.,0
Ahora,0
 el suscrito juez,0
 antes de efectuar declaratoria alguna sobre la procedencia o improcedencia del juicio,0
 tiene a bien abordar el estudio de las excepciones y defensas vertidas por la parte demandada Ferreteria,0
 Sociedad Anonima de Capital Variable,0
 en su respectivo escrito de contestacion. Lo anterior,0
 a fin de estar en aptitud de dictar una resolucion conforme a derecho,0
